# postcode distance_miles
TD12 260.079997882 
TD13 279.707886204 
TD14 272.141453535 
TD15 262.761827407 
TD2 273.674566574 
TD3 268.470146989 
TD4 266.610410923 
TD5 258.781040895 
TD6 263.403293618 
TD7 263.937472763 
TD8 254.004716701 
TD9 253.674270599 
TF1 119.476877951 
TF10 116.192486476 
TF11 112.929430468 
TF12 116.884433459 
TF13 120.537416698 
TF2 116.843897913 
TF3 116.341986438 
TF4 117.216825225 
TF5 121.043227123 
TF6 122.172121365 
TF7 116.032715963 
TF8 117.148602319 
TF9 122.684926176 
TN1 72.0488734709 
TN10 66.9113522346 
TN11 67.1464739585 
TN12 70.2377841862 
TN13 62.2218145041 
TN14 60.9199663924 
TN15 60.659719723 
TN16 61.264272749 
TN17 76.1505884138 
TN18 79.6523236134 
TN19 81.7037213225 
TN2 71.8824646586 
TN20 79.5543969302 
TN21 84.1971288907 
TN22 82.703218176 
TN23 77.2634133708 
TN24 77.0012919825 
TN25 78.2948690167 
TN26 78.9663432547 
TN27 73.2766947812 
TN28 88.8459325584 
TN29 87.8367171657 
TN3 72.9161821084 
TN30 80.057411633 
TN31 86.5485021151 
TN32 83.6869658751 
TN33 88.3921730905 
TN34 92.2717891422 
TN35 91.4249027376 
TN36 89.5239067823 
TN37 91.6030688663 
TN38 92.0602809524 
TN39 92.6540001162 
TN4 71.2701099504 
TN40 92.9535995855 
TN5 77.2322793177 
TN6 77.6399012474 
TN7 75.0222139201 
TN8 67.9885599393 
TN9 68.1977671334 
TQ1 199.283842927 
TQ10 211.737986077 
TQ11 208.096644135 
TQ12 200.083057712 
TQ13 201.336797629 
TQ14 195.497162705 
TQ2 199.926336369 
TQ3 202.352723729 
TQ4 203.028234024 
TQ5 202.746132869 
TQ6 206.962014126 
TQ7 216.464533224 
TQ8 218.01365053 
TQ9 207.515047486 
TR1 263.185374022 
TR10 269.192180631 
TR11 268.649243239 
TR12 276.16720982 
TR13 277.558319217 
TR14 274.224738253 
TR15 271.163433196 
TR16 270.597099104 
TR17 283.813212966 
TR18 286.856325973 
TR19 290.722954603 
TR2 259.743146134 
TR20 284.346121329 
TR21 320.738693843 
TR22 325.459660341 
TR23 323.58192555 
TR24 322.822073981 
TR25 320.934129966 
TR26 281.397483161 
TR27 279.27980627 
TR3 266.946238523 
TR4 265.54001633 
TR5 266.723150576 
TR6 264.035779682 
TR7 258.57664051 
TR8 257.654209005 
TR9 253.286316993 
TS1 175.8940682 
TS10 175.966954845 
TS11 174.206768471 
TS12 171.772246679 
TS13 169.752371847 
TS14 170.931705332 
TS15 172.016929148 
TS16 174.464913031 
TS17 174.541846406 
TS18 176.45977361 
TS19 177.748838711 
TS2 176.696902361 
TS20 177.861857656 
TS21 182.154296133 
TS22 179.92922293 
TS23 178.885376267 
TS24 183.600726563 
TS25 181.614650268 
TS26 183.326404684 
TS27 186.396342976 
TS28 187.702338983 
TS29 187.396467133 
TS3 174.602709946 
TS4 174.633578248 
TS5 174.714085757 
TS6 174.354187107 
TS7 172.66836863 
TS8 172.539435329 
TS9 167.971660294 
TW1 54.8298545219 
TW10 54.4406646274 
TW11 56.456153479 
TW12 57.3536714365 
TW13 56.9439868722 
TW14 56.4484011572 
TW15 58.5373184192 
TW16 58.6139983439 
TW17 60.3860212623 
TW18 59.7008908662 
TW19 58.1780440548 
TW2 55.5213835704 
TW20 60.7243223721 
TW3 54.424234559 
TW4 54.8831064486 
TW5 53.9786222857 
TW6 55.9001180751 
TW7 53.5004747441 
TW8 52.2385544695 
TW9 53.1425994416 
UB1 51.7094426819 
UB10 51.4065341575 
UB11 53.2265075651 
UB2 52.7493191515 
UB3 53.2820142075 
UB4 51.8198578939 
UB5 50.0019494328 
UB6 49.5801001536 
UB7 54.2411211512 
UB8 52.6266862055 
UB9 50.3865334637 
W1 47.8593727622 
W10 48.4605382312 
W11 48.9087752626 
W12 49.5617775039 
W13 50.7740040635 
W14 50.1523037108 
W1B 47.8874869414 
W1C 48.0022746687 
W1D 47.854089656 
W1F 47.9035694603 
W1G 47.659589409 
W1H 47.9491241177 
W1J 48.4007161461 
W1K 48.2130802406 
W1M 47.7514918719 
W1S 48.1110432417 
W1T 47.4404074853 
W1U 47.7906962272 
W1W 47.5697007328 
W2 48.3396802977 
W3 50.1115156622 
W4 51.1626349267 
W5 50.4923585536 
W6 50.5799951959 
W7 51.1591584921 
W8 49.5310253854 
W9 47.8078134358 
WA1 143.065494748 
WA10 151.744421717 
WA11 151.434274802 
WA12 147.587199929 
WA13 139.179517131 
WA14 135.715484802 
WA15 134.512235274 
WA16 132.744874033 
WA2 144.07343477 
WA3 144.743680703 
WA4 142.096927763 
WA5 145.539820027 
WA6 143.856075878 
WA7 145.238666409 
WA8 148.124363425 
WA9 149.780650598 
WC1 47.2137737833 
WC1A 47.5155382663 
WC1B 47.4614006235 
WC1E 47.3904517869 
WC1H 47.0637102332 
WC1N 47.1232368971 
WC1R 47.2746418317 
WC1V 47.431325799 
WC1X 46.875994713 
WC2 47.756819226 
WC2A 47.4622687992 
WC2B 47.6000136268 
WC2E 47.8232185611 
WC2H 47.805172335 
WC2N 47.9800477798 
WC2R 47.7754967468 
WD1 44.4300737584 
WD17 43.7584597589 
WD18 44.7160465286 
WD19 45.1344298871 
WD2 42.730480783 
WD23 43.714116656 
WD24 43.0769232612 
WD25 42.0649139121 
WD3 46.5932957264 
WD4 42.4778479077 
WD5 41.6310501448 
WD6 41.0214263617 
WD7 40.0314049787 
WF1 125.913346174 
WF10 124.744841066 
WF11 122.12082175 
WF12 128.807009151 
WF13 129.864760086 
WF14 130.401989854 
WF15 132.060647438 
WF16 131.451635384 
WF17 131.265119897 
WF2 125.565167568 
WF3 128.7087035 
WF4 124.291260745 
WF5 127.512958826 
WF6 124.876784359 
WF7 121.534327101 
WF8 121.480410449 
WF9 117.322048875 
WN1 151.526295942 
WN2 149.373965018 
WN3 151.095613302 
WN4 149.622148079 
WN5 152.537568632 
WN6 153.77289953 
WN7 145.603429769 
WN8 156.148626985 
WR1 102.295819306 
WR10 95.9692285453 
WR11 90.3246107772 
WR12 88.341994691 
WR13 107.870176153 
WR14 106.808841945 
WR15 117.39671176 
WR2 103.317947668 
WR3 102.003829104 
WR4 100.89417423 
WR5 101.543474235 
WR6 108.80816216 
WR7 95.2854781509 
WR8 102.028904025 
WR9 99.8593281789 
WS1 95.8317344253 
WS10 97.2669611461 
WS11 99.7840984723 
WS12 99.4837724975 
WS13 92.0503560075 
WS14 91.1607762369 
WS15 97.6486364797 
WS2 97.0160764259 
WS3 97.1334366973 
WS4 95.6199757074 
WS5 94.8754135424 
WS6 99.2724819152 
WS7 95.4687586134 
WS8 95.4628523186 
WS9 94.0166181941 
WV1 101.558915707 
WV10 102.024108297 
WV11 100.23206376 
WV12 98.8621148273 
WV13 99.3080456881 
WV14 99.5377184868 
WV15 111.12274356 
WV16 113.749159427 
WV2 101.465401724 
WV3 102.915358083 
WV4 102.253382182 
WV5 104.516565084 
WV6 104.422203817 
WV7 108.717152635 
WV8 105.00812924 
WV9 103.470072979 
YO1 134.112002594 
YO10 133.229230323 
YO11 146.484641862 
YO12 147.287064156 
YO13 148.796568859 
YO14 141.3489245 
YO15 133.507584628 
YO16 133.693918653 
YO17 141.088353783 
YO18 149.351189579 
YO19 130.090613929 
YO21 163.442733061 
YO22 160.866993729 
YO23 132.70332258 
YO24 133.904297806 
YO25 128.943176177 
YO26 136.716271645 
YO30 136.427356047 
YO31 134.516226148 
YO32 137.125198749 
YO41 132.061098637 
YO42 127.518124962 
YO43 121.433378337 
YO51 147.009561995 
YO60 139.941239616 
YO61 145.887214563 
YO62 151.069226634 
YO7 155.382407871 
YO8 122.596233392 
ZE1 554.281593861 
ZE2 566.815390776 
ZE3 536.361688463 
